year,month,crop_type,soil_type,region,season,rainfall_mm,farmer_land_size_acres,pest_pressure,soil_fertility,crop_stage,previous_input_usage
2020,10,Rice,Laterite,Rajasthan,Kharif,1352.58,4.27,High,High,Growth,Urea
2022,12,Rice,Black,Odisha,Kharif,1423.39,18.91,High,Low,Growth,Urea
2018,7,Rice,Red,Gujarat,Kharif,837.33,19.08,High,High,Growth,Urea
2018,8,Rice,Alluvial,Karnataka,Kharif,1801.95,13.77,Low,Medium,Growth,Urea
2023,3,Rice,Laterite,Uttar Pradesh,Kharif,1756.97,19.25,Low,Low,Growth,Urea
2017,1,Rice,Sandy,Kerala,Kharif,1668.46,1.54,Low,Low,Growth,Urea
2025,7,Rice,Black,Rajasthan,Kharif,1014.9,1.64,Low,Low,Growth,Urea
2016,6,Rice,Black,Haryana,Kharif,1742.88,13.38,Medium,Low,Growth,Urea
2022,12,Rice,Black,West Bengal,Kharif,1377.99,15.79,High,Low,Growth,Urea
2023,4,Rice,Red,Odisha,Kharif,1127.01,4.0,Low,Low,Growth,Urea
2021,8,Rice,Red,Maharashtra,Kharif,1722.66,16.84,Low,High,Growth,Urea
2022,5,Rice,Laterite,Chhattisgarh,Kharif,932.59,1.9,Low,High,Growth,Urea
2017,3,Rice,Alluvial,Punjab,Kharif,1178.52,3.35,High,Medium,Growth,Urea
2018,11,Rice,Laterite,Maharashtra,Kharif,902.19,2.56,Medium,Medium,Growth,Urea
2023,11,Rice,Laterite,Jharkhand,Kharif,1294.25,2.95,Medium,Medium,Growth,Urea
2020,10,Rice,Sandy,Chhattisgarh,Kharif,1787.96,1.05,Low,High,Growth,Urea
2019,5,Rice,Black,Madhya Pradesh,Kharif,1411.39,2.59,High,Medium,Growth,Urea
2023,10,Rice,Red,Uttar Pradesh,Kharif,1088.82,11.96,High,High,Growth,Urea
2023,6,Rice,Alluvial,Assam,Kharif,823.65,11.39,High,High,Growth,Urea
2016,12,Rice,Alluvial,Bihar,Kharif,1698.17,14.44,Low,High,Growth,Urea
2017,12,Rice,Black,Assam,Kharif,1520.6,0.99,High,Medium,Growth,Urea
2022,8,Rice,Alluvial,Gujarat,Kharif,1236.5,1.28,High,High,Growth,Urea
2018,11,Rice,Red,Kerala,Kharif,1490.25,6.29,High,Medium,Growth,Urea
2020,5,Rice,Sandy,Assam,Kharif,1862.18,7.8,Medium,High,Growth,Urea
2019,8,Rice,Sandy,Punjab,Kharif,1956.64,10.69,High,Low,Growth,Urea
2022,1,Rice,Alluvial,Gujarat,Kharif,1622.58,2.61,Low,Low,Growth,Urea
2019,12,Rice,Red,Odisha,Kharif,1373.06,18.99,Low,Low,Growth,Urea
2025,7,Rice,Alluvial,West Bengal,Kharif,1256.49,15.84,Medium,High,Growth,Urea
2018,10,Rice,Laterite,Telangana,Kharif,1045.82,14.16,Low,Low,Growth,Urea
2017,3,Rice,Black,Gujarat,Kharif,962.25,18.44,High,Low,Growth,Urea
2022,1,Rice,Red,Assam,Kharif,1452.84,11.32,Medium,Low,Growth,Urea
2023,3,Rice,Sandy,Karnataka,Kharif,1806.47,19.93,High,Medium,Growth,Urea
2023,1,Rice,Black,Gujarat,Kharif,1837.44,6.47,Medium,Medium,Growth,Urea
2016,5,Rice,Alluvial,Maharashtra,Kharif,1137.39,16.3,Medium,Low,Growth,Urea
2021,6,Rice,Sandy,Tamil Nadu,Kharif,1415.19,2.85,Low,High,Growth,Urea
2023,7,Rice,Laterite,Andhra Pradesh,Kharif,873.69,3.73,High,High,Growth,Urea
2025,12,Rice,Red,West Bengal,Kharif,1767.41,9.04,Medium,High,Growth,Urea
2019,8,Rice,Sandy,Karnataka,Kharif,842.34,0.79,High,Low,Growth,Urea
2016,4,Rice,Alluvial,Tamil Nadu,Kharif,1470.31,2.93,High,Medium,Growth,Urea
2023,9,Rice,Alluvial,Tamil Nadu,Kharif,1585.81,18.54,Medium,High,Growth,Urea
2024,12,Rice,Laterite,Jharkhand,Kharif,1112.1,9.6,High,Medium,Growth,Urea
2022,6,Rice,Laterite,Haryana,Kharif,1030.14,5.06,Low,Medium,Growth,Urea
2023,5,Rice,Sandy,Karnataka,Kharif,1228.3,12.52,High,Medium,Growth,Urea
2025,7,Rice,Red,West Bengal,Kharif,1422.18,14.46,Medium,High,Growth,Urea
2024,3,Wheat,Alluvial,Gujarat,Rabi,395.54,3.64,Medium,High,Sowing,DAP
2020,11,Wheat,Laterite,Madhya Pradesh,Rabi,220.21,10.77,Medium,Low,Sowing,DAP
2019,8,Wheat,Sandy,Jharkhand,Rabi,299.9,8.61,Low,High,Sowing,DAP
2022,2,Wheat,Sandy,Andhra Pradesh,Rabi,203.07,8.64,Medium,Medium,Sowing,DAP
2020,5,Wheat,Black,Jharkhand,Rabi,224.97,3.22,Low,High,Sowing,DAP
2024,6,Wheat,Laterite,West Bengal,Rabi,359.61,13.61,Medium,Medium,Sowing,DAP
2019,11,Wheat,Sandy,Bihar,Rabi,286.53,10.82,Medium,High,Sowing,DAP
2024,5,Wheat,Sandy,Gujarat,Rabi,231.21,16.08,Low,Low,Sowing,DAP
2016,7,Wheat,Alluvial,Haryana,Rabi,432.01,9.16,High,Medium,Sowing,DAP
2018,3,Wheat,Red,Jharkhand,Rabi,443.84,18.81,Low,High,Sowing,DAP
2023,7,Wheat,Red,Jharkhand,Rabi,275.78,17.59,High,Low,Sowing,DAP
2016,1,Wheat,Laterite,Telangana,Rabi,456.78,12.51,Low,Low,Sowing,DAP
2017,8,Wheat,Sandy,Assam,Rabi,310.0,6.16,High,Medium,Sowing,DAP
2016,12,Wheat,Black,Punjab,Rabi,238.31,13.49,Low,Low,Sowing,DAP
2022,3,Wheat,Laterite,Odisha,Rabi,383.73,18.26,High,Low,Sowing,DAP
2020,1,Wheat,Red,Maharashtra,Rabi,277.89,3.36,Medium,Medium,Sowing,DAP
2021,9,Wheat,Red,West Bengal,Rabi,330.37,4.33,Low,Low,Sowing,DAP
2020,4,Wheat,Laterite,Odisha,Rabi,354.69,13.11,Medium,Low,Sowing,DAP
2023,4,Wheat,Sandy,Uttar Pradesh,Rabi,214.26,14.69,Low,Medium,Sowing,DAP
2017,7,Wheat,Sandy,Gujarat,Rabi,439.49,8.41,High,High,Sowing,DAP
2023,12,Wheat,Sandy,Chhattisgarh,Rabi,464.41,4.13,High,Medium,Sowing,DAP
2023,7,Wheat,Laterite,Uttar Pradesh,Rabi,497.26,13.96,High,High,Sowing,DAP
2019,1,Wheat,Sandy,Andhra Pradesh,Rabi,234.79,12.74,Low,High,Sowing,DAP
2022,8,Wheat,Laterite,West Bengal,Rabi,218.73,6.54,Medium,High,Sowing,DAP
2019,7,Wheat,Sandy,West Bengal,Rabi,274.3,16.68,High,High,Sowing,DAP
2016,11,Wheat,Red,Telangana,Rabi,343.35,3.92,Low,Medium,Sowing,DAP
2023,11,Wheat,Red,Haryana,Rabi,387.84,17.83,Low,Low,Sowing,DAP
2019,9,Wheat,Laterite,Tamil Nadu,Rabi,222.01,2.61,Medium,Low,Sowing,DAP
2017,8,Wheat,Black,Maharashtra,Rabi,253.8,11.36,High,High,Sowing,DAP
2021,11,Wheat,Black,Odisha,Rabi,408.53,2.77,Low,High,Sowing,DAP
2023,12,Wheat,Laterite,Andhra Pradesh,Rabi,480.11,17.57,Medium,Medium,Sowing,DAP
2023,10,Wheat,Sandy,Gujarat,Rabi,384.78,2.39,Medium,High,Sowing,DAP
2021,9,Wheat,Laterite,West Bengal,Rabi,444.94,5.67,Medium,Medium,Sowing,DAP
2019,5,Wheat,Laterite,Andhra Pradesh,Rabi,472.71,18.53,High,High,Sowing,DAP
2023,2,Wheat,Black,Assam,Rabi,479.25,2.25,High,Low,Sowing,DAP
2023,3,Wheat,Laterite,Haryana,Rabi,312.51,18.54,Low,Low,Sowing,DAP
2016,6,Wheat,Sandy,Maharashtra,Rabi,458.26,4.8,High,Medium,Sowing,DAP
2021,11,Wheat,Red,Jharkhand,Rabi,393.34,6.42,Low,Low,Sowing,DAP
2021,1,Wheat,Alluvial,Andhra Pradesh,Rabi,208.06,10.18,Low,High,Sowing,DAP
2016,6,Wheat,Red,Madhya Pradesh,Rabi,243.58,13.55,High,High,Sowing,DAP
2022,6,Wheat,Red,Maharashtra,Rabi,319.96,4.7,Medium,Low,Sowing,DAP
2022,2,Wheat,Black,Karnataka,Rabi,257.49,11.45,Low,High,Sowing,DAP
2017,4,Wheat,Sandy,Telangana,Rabi,254.19,16.68,High,Low,Sowing,DAP
2021,1,Wheat,Sandy,Bihar,Rabi,422.12,18.7,High,High,Sowing,DAP
2019,9,Wheat,Black,Jharkhand,Rabi,478.31,8.68,High,Low,Sowing,DAP
2022,4,Wheat,Sandy,Odisha,Rabi,479.72,18.12,Medium,High,Sowing,DAP
2018,4,Wheat,Red,Karnataka,Rabi,407.04,9.04,High,Low,Sowing,DAP
2017,7,Wheat,Sandy,Haryana,Rabi,384.27,14.84,Medium,Medium,Sowing,DAP
2023,10,Wheat,Alluvial,Kerala,Rabi,308.65,16.04,High,Low,Sowing,DAP
2018,4,Wheat,Black,Gujarat,Rabi,296.92,6.47,Medium,Low,Sowing,DAP
2022,10,Wheat,Red,Andhra Pradesh,Rabi,253.21,8.8,Low,High,Sowing,DAP
2022,9,Wheat,Laterite,Haryana,Rabi,459.48,8.79,Low,Low,Sowing,DAP
2019,3,Wheat,Sandy,Assam,Rabi,415.52,7.79,Medium,High,Sowing,DAP
2024,7,Wheat,Laterite,Rajasthan,Rabi,218.41,9.64,High,Low,Sowing,DAP
2024,7,Wheat,Black,Maharashtra,Rabi,344.37,1.89,High,High,Sowing,DAP
2021,5,Wheat,Red,Punjab,Rabi,234.48,2.13,Low,Medium,Sowing,DAP
2023,2,Wheat,Red,Tamil Nadu,Rabi,371.25,8.48,Medium,Medium,Sowing,DAP
2017,6,Wheat,Red,Tamil Nadu,Rabi,498.83,17.21,High,High,Sowing,DAP
2022,8,Wheat,Laterite,Chhattisgarh,Rabi,392.56,3.57,High,Medium,Sowing,DAP
2016,9,Wheat,Laterite,Kerala,Rabi,271.8,11.2,Low,Medium,Sowing,DAP
2020,12,Wheat,Black,Rajasthan,Rabi,464.76,2.86,Medium,Medium,Sowing,DAP
2017,3,Wheat,Laterite,Jharkhand,Rabi,315.71,17.61,Low,High,Sowing,DAP
2022,4,Wheat,Alluvial,Jharkhand,Rabi,360.41,1.12,Medium,Low,Sowing,DAP
2019,4,Wheat,Alluvial,Tamil Nadu,Rabi,434.42,7.06,Medium,Low,Sowing,DAP
2016,12,Wheat,Sandy,Andhra Pradesh,Rabi,280.75,4.36,Medium,High,Sowing,DAP
2022,3,Wheat,Alluvial,Punjab,Rabi,209.16,7.32,High,Low,Sowing,DAP
2022,4,Wheat,Alluvial,Bihar,Rabi,276.24,7.66,High,Medium,Sowing,DAP
2021,9,Wheat,Alluvial,Madhya Pradesh,Rabi,257.43,16.6,High,Medium,Sowing,DAP
2024,1,Wheat,Sandy,Chhattisgarh,Rabi,327.06,6.77,High,Low,Sowing,DAP
2018,7,Wheat,Laterite,Assam,Rabi,366.78,6.33,Medium,Low,Sowing,DAP
2021,3,Wheat,Red,Kerala,Rabi,375.12,10.56,High,Low,Sowing,DAP
2025,12,Wheat,Alluvial,Odisha,Rabi,262.02,5.56,Low,Medium,Sowing,DAP
2022,10,Wheat,Laterite,Chhattisgarh,Rabi,392.5,7.6,Medium,Low,Sowing,DAP
2018,5,Wheat,Red,Maharashtra,Rabi,499.62,12.04,Low,High,Sowing,DAP
2023,7,Wheat,Sandy,Chhattisgarh,Rabi,381.56,15.14,High,High,Sowing,DAP
2023,7,Wheat,Sandy,Maharashtra,Rabi,429.01,8.23,Low,Medium,Sowing,DAP
2023,5,Wheat,Laterite,West Bengal,Rabi,493.61,14.39,High,High,Sowing,DAP
2020,1,Wheat,Black,Chhattisgarh,Rabi,343.66,11.76,High,Medium,Sowing,DAP
2017,9,Wheat,Black,Jharkhand,Rabi,270.99,13.71,Medium,High,Sowing,DAP
2018,3,Wheat,Laterite,Madhya Pradesh,Rabi,298.39,19.33,High,Low,Sowing,DAP
2016,11,Wheat,Laterite,Punjab,Rabi,273.69,1.54,Medium,High,Sowing,DAP
2018,7,Wheat,Sandy,Telangana,Rabi,380.03,4.85,Medium,Low,Sowing,DAP
2025,1,Wheat,Black,Chhattisgarh,Rabi,334.73,18.46,Medium,High,Sowing,DAP
2024,7,Wheat,Alluvial,Chhattisgarh,Rabi,497.6,7.89,High,Low,Sowing,DAP
2022,2,Wheat,Sandy,Assam,Rabi,276.02,11.84,Medium,Low,Sowing,DAP
2023,11,Wheat,Sandy,Gujarat,Rabi,217.7,18.68,Medium,High,Sowing,DAP
2016,1,Wheat,Sandy,Chhattisgarh,Rabi,217.87,4.71,High,Medium,Sowing,DAP
2022,3,Wheat,Black,Gujarat,Rabi,358.92,10.94,Medium,Low,Sowing,DAP
2017,6,Wheat,Laterite,Chhattisgarh,Rabi,295.75,11.63,Medium,Medium,Sowing,DAP
2023,1,Wheat,Red,Assam,Rabi,335.97,1.56,Medium,High,Sowing,DAP
2021,1,Wheat,Alluvial,Jharkhand,Rabi,278.36,8.98,Low,Medium,Sowing,DAP
2022,7,Wheat,Red,Tamil Nadu,Rabi,224.95,14.27,Medium,Medium,Sowing,DAP
2021,4,Wheat,Black,Andhra Pradesh,Rabi,395.88,7.79,High,Low,Sowing,DAP
2022,2,Wheat,Sandy,Maharashtra,Rabi,358.97,7.99,High,Medium,Sowing,DAP
2016,5,Wheat,Black,Maharashtra,Rabi,251.69,14.34,Low,Medium,Sowing,DAP
2019,9,Wheat,Laterite,West Bengal,Rabi,389.55,5.26,Low,High,Sowing,DAP
2022,9,Wheat,Black,Karnataka,Rabi,281.79,15.81,High,Low,Sowing,DAP
2022,11,Wheat,Sandy,Kerala,Rabi,474.57,18.33,Low,Low,Sowing,DAP
2023,6,Wheat,Red,Telangana,Rabi,491.52,6.39,High,Low,Sowing,DAP
2019,1,Wheat,Alluvial,Assam,Rabi,385.25,3.95,Medium,Medium,Sowing,DAP
2018,2,Wheat,Alluvial,Andhra Pradesh,Rabi,384.69,19.66,High,High,Sowing,DAP
2022,5,Wheat,Black,Telangana,Rabi,309.73,17.08,Medium,Medium,Sowing,DAP
2016,2,Wheat,Laterite,Tamil Nadu,Rabi,248.14,4.38,Medium,Medium,Sowing,DAP
2018,4,Wheat,Red,Rajasthan,Rabi,331.92,3.72,High,High,Sowing,DAP
2025,8,Wheat,Sandy,Punjab,Rabi,202.04,5.04,Medium,Medium,Sowing,DAP
2023,8,Wheat,Red,Bihar,Rabi,436.13,12.6,Medium,Low,Sowing,DAP
2023,7,Wheat,Sandy,Haryana,Rabi,464.42,6.09,High,Low,Sowing,DAP
2018,8,Wheat,Black,Gujarat,Rabi,369.39,10.31,Medium,Medium,Sowing,DAP
2017,2,Wheat,Laterite,Chhattisgarh,Rabi,473.57,1.43,Low,High,Sowing,DAP
2017,1,Wheat,Black,West Bengal,Rabi,498.81,15.77,Low,High,Sowing,DAP
2016,12,Wheat,Black,Odisha,Rabi,368.49,7.5,Medium,Medium,Sowing,DAP
2025,3,Wheat,Red,Kerala,Rabi,434.49,8.48,High,Low,Sowing,DAP
2017,6,Wheat,Red,Assam,Rabi,325.87,1.47,Low,Low,Sowing,DAP
2020,1,Wheat,Sandy,Rajasthan,Rabi,457.86,8.44,High,High,Sowing,DAP
2025,12,Wheat,Laterite,Punjab,Rabi,356.11,11.1,Medium,Medium,Sowing,DAP
2020,9,Wheat,Black,Karnataka,Rabi,268.72,1.66,High,Medium,Sowing,DAP
2025,4,Wheat,Alluvial,Assam,Rabi,200.74,8.41,High,Low,Sowing,DAP
2020,11,Wheat,Black,Telangana,Rabi,429.6,3.67,Low,Medium,Sowing,DAP
2023,7,Wheat,Sandy,Uttar Pradesh,Rabi,315.04,6.02,Low,High,Sowing,DAP
2020,6,Wheat,Red,Punjab,Rabi,351.11,18.79,High,High,Sowing,DAP
2017,7,Wheat,Laterite,Madhya Pradesh,Rabi,290.93,19.69,Low,Low,Sowing,DAP
2019,1,Wheat,Black,Gujarat,Rabi,333.21,3.41,Medium,Medium,Sowing,DAP
2018,1,Wheat,Sandy,Haryana,Rabi,448.52,7.05,Low,Low,Sowing,DAP
2022,12,Wheat,Alluvial,Maharashtra,Rabi,276.38,1.88,Medium,Low,Sowing,DAP
2025,1,Wheat,Red,Assam,Rabi,277.04,10.44,Low,Low,Sowing,DAP
2017,11,Wheat,Alluvial,Jharkhand,Rabi,377.47,16.29,Low,Low,Sowing,DAP
2019,5,Wheat,Black,Bihar,Rabi,353.06,0.59,High,Medium,Sowing,DAP
2021,5,Wheat,Alluvial,Uttar Pradesh,Rabi,371.13,5.96,Low,Low,Sowing,DAP
2023,6,Wheat,Sandy,Kerala,Rabi,434.7,13.02,High,Low,Sowing,DAP
2018,4,Wheat,Laterite,Rajasthan,Rabi,210.9,12.54,Low,Medium,Sowing,DAP
2016,9,Wheat,Laterite,Telangana,Rabi,429.0,2.55,Medium,Low,Sowing,DAP
2019,12,Wheat,Red,Tamil Nadu,Rabi,388.17,9.21,Low,Medium,Sowing,DAP
2023,1,Wheat,Alluvial,Assam,Rabi,404.0,9.75,High,Medium,Sowing,DAP
2024,7,Wheat,Red,Tamil Nadu,Rabi,287.39,4.64,Low,Medium,Sowing,DAP
2021,9,Wheat,Red,Rajasthan,Rabi,226.46,3.82,Medium,Low,Sowing,DAP
2019,1,Wheat,Laterite,Maharashtra,Rabi,379.8,18.41,High,Medium,Sowing,DAP
2022,1,Wheat,Black,Chhattisgarh,Rabi,357.02,11.64,Medium,Medium,Sowing,DAP
2021,11,Wheat,Black,Andhra Pradesh,Rabi,369.08,4.47,High,Medium,Sowing,DAP
2021,1,Wheat,Sandy,West Bengal,Rabi,285.69,3.92,Low,Medium,Sowing,DAP
2018,9,Wheat,Laterite,Telangana,Rabi,454.12,6.98,Medium,High,Sowing,DAP
2024,11,Wheat,Black,Telangana,Rabi,488.13,5.08,Low,Low,Sowing,DAP
2024,6,Wheat,Black,Assam,Rabi,239.57,9.31,High,Low,Sowing,DAP
2022,6,Wheat,Sandy,Rajasthan,Rabi,456.06,6.23,High,High,Sowing,DAP
2025,6,Wheat,Sandy,Odisha,Rabi,459.37,10.68,Low,Medium,Sowing,DAP
2016,3,Wheat,Sandy,Gujarat,Rabi,276.68,1.06,Medium,Medium,Sowing,DAP
2021,2,Wheat,Alluvial,Madhya Pradesh,Rabi,226.75,1.36,Medium,Low,Sowing,DAP
2018,4,Wheat,Alluvial,Bihar,Rabi,317.38,6.52,Low,High,Sowing,DAP
2021,8,Wheat,Red,Andhra Pradesh,Rabi,401.94,13.71,Low,Low,Sowing,DAP
2018,2,Wheat,Black,Bihar,Rabi,450.16,14.62,Low,Low,Sowing,DAP
2020,1,Wheat,Alluvial,Karnataka,Rabi,497.18,3.81,Low,High,Sowing,DAP
2016,10,Wheat,Laterite,Assam,Rabi,299.16,12.92,Medium,Medium,Sowing,DAP
2024,11,Wheat,Alluvial,Maharashtra,Rabi,486.27,11.79,Low,Medium,Sowing,DAP
2018,9,Wheat,Sandy,Telangana,Rabi,480.99,14.4,Medium,High,Sowing,DAP
2023,12,Wheat,Alluvial,Punjab,Rabi,422.09,16.45,High,Medium,Sowing,DAP
2018,8,Wheat,Alluvial,Kerala,Rabi,495.55,17.05,Medium,Medium,Sowing,DAP
2025,5,Wheat,Red,Madhya Pradesh,Rabi,301.22,8.07,Low,Low,Sowing,DAP
2018,1,Wheat,Red,Bihar,Rabi,408.51,12.47,High,High,Sowing,DAP
2019,9,Wheat,Alluvial,Chhattisgarh,Rabi,466.43,14.4,Medium,Low,Sowing,DAP
2018,8,Wheat,Sandy,Odisha,Rabi,219.38,14.36,High,Low,Sowing,DAP
2024,2,Wheat,Black,Assam,Rabi,242.03,13.62,High,Low,Sowing,DAP
2023,5,Wheat,Red,Gujarat,Rabi,311.93,1.94,Low,High,Sowing,DAP
2018,5,Wheat,Alluvial,Chhattisgarh,Rabi,259.96,2.4,Medium,High,Sowing,DAP
2024,8,Wheat,Sandy,Bihar,Rabi,233.91,10.22,Medium,High,Sowing,DAP
2023,6,Wheat,Sandy,Tamil Nadu,Rabi,239.42,3.22,High,Medium,Sowing,DAP
2020,9,Wheat,Laterite,Rajasthan,Rabi,290.79,10.99,High,Medium,Sowing,DAP
2023,6,Wheat,Black,Bihar,Rabi,489.52,17.48,High,Low,Sowing,DAP
2024,8,Wheat,Black,Bihar,Rabi,471.18,13.42,High,Medium,Sowing,DAP
2025,3,Wheat,Black,Punjab,Rabi,208.09,16.56,Medium,Medium,Sowing,DAP
2018,9,Wheat,Alluvial,Jharkhand,Rabi,298.37,15.76,Medium,High,Sowing,DAP
2025,12,Wheat,Laterite,Assam,Rabi,464.32,1.12,High,High,Sowing,DAP
2019,11,Wheat,Red,Maharashtra,Rabi,480.25,11.34,Low,Low,Sowing,DAP
2020,8,Wheat,Black,Karnataka,Rabi,215.24,19.93,High,Medium,Sowing,DAP
2016,7,Wheat,Black,Andhra Pradesh,Rabi,314.19,0.71,Medium,High,Sowing,DAP
2025,5,Wheat,Laterite,Chhattisgarh,Rabi,470.87,16.53,Medium,Low,Sowing,DAP
2019,8,Wheat,Laterite,Chhattisgarh,Rabi,432.2,2.99,Medium,Low,Sowing,DAP
2018,11,Wheat,Alluvial,Madhya Pradesh,Rabi,258.31,16.03,Low,Low,Sowing,DAP
2024,5,Wheat,Black,Bihar,Rabi,343.4,11.47,Medium,Low,Sowing,DAP
2021,3,Wheat,Alluvial,Tamil Nadu,Rabi,333.08,10.91,Medium,High,Sowing,DAP
2020,1,Wheat,Black,Tamil Nadu,Rabi,225.0,7.24,High,Low,Sowing,DAP
2020,7,Wheat,Sandy,West Bengal,Rabi,341.79,5.16,High,Medium,Sowing,DAP
2023,1,Wheat,Sandy,West Bengal,Rabi,275.09,3.77,Low,High,Sowing,DAP
2025,5,Wheat,Black,Andhra Pradesh,Rabi,411.68,1.01,High,High,Sowing,DAP
2017,12,Wheat,Black,Rajasthan,Rabi,294.53,0.89,High,High,Sowing,DAP
2016,9,Wheat,Laterite,Kerala,Rabi,220.4,3.83,Low,Medium,Sowing,DAP
2016,8,Wheat,Black,Maharashtra,Rabi,295.82,9.95,Low,Medium,Sowing,DAP
2019,11,Wheat,Red,Telangana,Rabi,236.36,6.93,Low,Low,Sowing,DAP
2017,10,Wheat,Red,Odisha,Rabi,453.53,2.48,High,High,Sowing,DAP
2020,5,Wheat,Laterite,Jharkhand,Rabi,457.13,3.8,Low,Medium,Sowing,DAP
2020,4,Wheat,Black,Madhya Pradesh,Rabi,219.31,1.18,Medium,High,Sowing,DAP
2019,12,Wheat,Red,Maharashtra,Rabi,411.1,7.03,High,Medium,Sowing,DAP
2024,8,Wheat,Laterite,Bihar,Rabi,231.57,13.66,Low,Medium,Sowing,DAP
2021,6,Wheat,Black,Madhya Pradesh,Rabi,307.65,14.01,Medium,Low,Sowing,DAP
2023,3,Wheat,Alluvial,West Bengal,Rabi,230.21,15.5,High,High,Sowing,DAP
2017,9,Wheat,Laterite,Chhattisgarh,Rabi,361.08,4.12,High,High,Sowing,DAP
2020,9,Wheat,Alluvial,Gujarat,Rabi,335.63,2.55,Medium,High,Sowing,DAP
2023,6,Wheat,Black,Tamil Nadu,Rabi,389.75,3.63,High,High,Sowing,DAP
2017,3,Wheat,Alluvial,Assam,Rabi,433.07,2.88,High,Low,Sowing,DAP
2022,12,Wheat,Red,Jharkhand,Rabi,369.33,3.77,Low,Low,Sowing,DAP
2018,10,Wheat,Laterite,Kerala,Rabi,369.31,6.99,Medium,High,Sowing,DAP
2024,8,Wheat,Black,Tamil Nadu,Rabi,471.54,19.18,High,High,Sowing,DAP
2021,12,Wheat,Red,Uttar Pradesh,Rabi,214.94,2.74,Low,Low,Sowing,DAP
2020,6,Wheat,Alluvial,Karnataka,Rabi,395.46,16.09,Low,High,Sowing,DAP
2022,4,Wheat,Laterite,Odisha,Rabi,219.79,5.79,Medium,Medium,Sowing,DAP
2017,7,Wheat,Laterite,Jharkhand,Rabi,446.18,14.69,Medium,Low,Sowing,DAP
2021,10,Wheat,Alluvial,Bihar,Rabi,406.37,6.95,High,Low,Sowing,DAP
2016,12,Wheat,Black,Kerala,Rabi,378.51,5.56,High,Medium,Sowing,DAP
2016,12,Wheat,Sandy,Haryana,Rabi,245.16,16.34,High,High,Sowing,DAP
2017,2,Wheat,Alluvial,Maharashtra,Rabi,498.64,16.66,Low,Low,Sowing,DAP
2018,3,Wheat,Black,Bihar,Rabi,384.85,11.67,High,High,Sowing,DAP
2019,6,Wheat,Alluvial,Telangana,Rabi,255.95,12.76,Medium,High,Sowing,DAP
2016,9,Wheat,Sandy,Gujarat,Rabi,332.3,3.04,Medium,Low,Sowing,DAP
2023,5,Wheat,Red,Chhattisgarh,Rabi,456.87,1.43,Medium,Medium,Sowing,DAP
2019,2,Wheat,Laterite,Kerala,Rabi,381.74,10.85,Medium,High,Sowing,DAP
2017,2,Wheat,Red,Rajasthan,Rabi,480.22,1.56,Low,Low,Sowing,DAP
2020,9,Wheat,Laterite,Rajasthan,Rabi,398.12,1.55,High,High,Sowing,DAP
2021,9,Wheat,Red,Jharkhand,Rabi,477.83,2.17,Low,High,Sowing,DAP
2020,4,Wheat,Red,Uttar Pradesh,Rabi,471.76,3.29,High,Low,Sowing,DAP
2017,5,Wheat,Alluvial,Telangana,Rabi,458.68,4.59,Low,Low,Sowing,DAP
2020,12,Wheat,Black,West Bengal,Rabi,280.24,13.75,Medium,High,Sowing,DAP
2016,6,Wheat,Laterite,Jharkhand,Rabi,300.81,14.57,Medium,Low,Sowing,DAP
2017,11,Wheat,Alluvial,Maharashtra,Rabi,404.3,16.15,High,Medium,Sowing,DAP
2022,12,Wheat,Sandy,Maharashtra,Rabi,243.31,11.93,Low,Low,Sowing,DAP
2023,8,Wheat,Black,Gujarat,Rabi,270.43,19.75,High,High,Sowing,DAP
2025,3,Wheat,Alluvial,Madhya Pradesh,Rabi,356.51,5.49,High,Low,Sowing,DAP
2021,7,Wheat,Sandy,Assam,Rabi,421.35,10.87,Medium,High,Sowing,DAP
2017,3,Wheat,Sandy,Chhattisgarh,Rabi,361.9,9.65,High,Low,Sowing,DAP
2024,9,Wheat,Sandy,Bihar,Rabi,316.88,1.81,High,Medium,Sowing,DAP
2025,6,Wheat,Sandy,West Bengal,Rabi,482.24,18.57,Medium,Medium,Sowing,DAP
2022,9,Wheat,Laterite,Bihar,Rabi,476.81,12.74,Medium,High,Sowing,DAP
2022,8,Wheat,Red,Karnataka,Rabi,288.06,10.04,Low,Low,Sowing,DAP
2019,12,Wheat,Alluvial,Tamil Nadu,Rabi,435.05,11.3,Medium,High,Sowing,DAP
2018,7,Wheat,Alluvial,Telangana,Rabi,316.14,10.09,Medium,High,Sowing,DAP
2019,9,Wheat,Black,Punjab,Rabi,474.03,17.49,Low,Low,Sowing,DAP
2017,10,Wheat,Alluvial,Odisha,Rabi,374.7,1.87,Low,Low,Sowing,DAP
2024,5,Wheat,Sandy,Telangana,Rabi,474.82,9.46,High,High,Sowing,DAP
2024,4,Wheat,Red,Maharashtra,Rabi,363.08,16.61,Medium,Low,Sowing,DAP
2020,1,Wheat,Red,Maharashtra,Rabi,387.64,9.05,Low,Low,Sowing,DAP
2019,1,Wheat,Laterite,Assam,Rabi,362.53,19.22,Low,Low,Sowing,DAP
2019,10,Wheat,Sandy,Assam,Rabi,278.26,4.28,Medium,High,Sowing,DAP
2019,2,Wheat,Laterite,Jharkhand,Rabi,404.99,9.21,Low,Low,Sowing,DAP
2019,7,Wheat,Laterite,Maharashtra,Rabi,346.37,6.98,Medium,High,Sowing,DAP
